GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,GEOID,NAME_E,totPop,nonhisp_total,nonhisp_white,nonhisp_black,nonhisp_native,nonhisp_asian,nonhisp_islander,nonhisp_other,nonhisp_multiracial,AMP3E010,AMP3E011,hisp_total,hisp_white,hisp_black,hisp_native,hisp_asian,hisp_islander,hisp_other,hisp_multiracial,AMP3E020,AMP3E021,median_household_income
G1200730002403,2016-2020,FL,Florida,12,Leon County,073,002403,NA,14000US12073002403,"Census Tract 24.03, Leon County, Florida",2305,2204,1656,413,0,29,0,0,106,0,106,101,101,0,0,0,0,0,0,0,0,67273
G1200730002410,2016-2020,FL,Florida,12,Leon County,073,002410,NA,14000US12073002410,"Census Tract 24.10, Leon County, Florida",6838,6600,5070,722,0,683,0,51,74,0,74,238,238,0,0,0,0,0,0,0,0,67866
G1200730002411,2016-2020,FL,Florida,12,Leon County,073,002411,NA,14000US12073002411,"Census Tract 24.11, Leon County, Florida",1477,1350,1188,85,25,17,0,0,35,0,35,127,109,0,0,0,0,0,18,0,18,122361
G1200730002413,2016-2020,FL,Florida,12,Leon County,073,002413,NA,14000US12073002413,"Census Tract 24.13, Leon County, Florida",2819,2621,2510,94,0,6,0,0,11,0,11,198,99,0,0,0,0,0,99,99,0,134107
G1200730002414,2016-2020,FL,Florida,12,Leon County,073,002414,NA,14000US12073002414,"Census Tract 24.14, Leon County, Florida",4996,4439,3685,552,13,49,0,42,98,0,98,557,453,0,0,0,0,96,8,0,8,71531
G1200730002415,2016-2020,FL,Florida,12,Leon County,073,002415,NA,14000US12073002415,"Census Tract 24.15, Leon County, Florida",4360,4167,3725,87,0,270,0,0,85,18,67,193,115,0,0,0,0,0,78,78,0,93125
G1200730002416,2016-2020,FL,Florida,12,Leon County,073,002416,NA,14000US12073002416,"Census Tract 24.16, Leon County, Florida",2690,2594,2335,63,0,137,0,0,59,0,59,96,70,0,0,0,0,11,15,12,3,123375
G1200730002418,2016-2020,FL,Florida,12,Leon County,073,002418,NA,14000US12073002418,"Census Tract 24.18, Leon County, Florida",4633,4242,4027,175,0,13,9,0,18,0,18,391,391,0,0,0,0,0,0,0,0,94746
G1200730002419,2016-2020,FL,Florida,12,Leon County,073,002419,NA,14000US12073002419,"Census Tract 24.19, Leon County, Florida",4446,4361,3643,316,0,345,0,23,34,34,0,85,67,0,0,0,0,18,0,0,0,118955
G1200730002420,2016-2020,FL,Florida,12,Leon County,073,002420,NA,14000US12073002420,"Census Tract 24.20, Leon County, Florida",3224,3150,2839,32,0,46,0,30,203,0,203,74,0,0,0,0,0,74,0,0,0,92703
G1200730002421,2016-2020,FL,Florida,12,Leon County,073,002421,NA,14000US12073002421,"Census Tract 24.21, Leon County, Florida",4698,4260,3508,410,0,325,0,0,17,0,17,438,390,0,0,0,0,48,0,0,0,107335
G1200730002422,2016-2020,FL,Florida,12,Leon County,073,002422,NA,14000US12073002422,"Census Tract 24.22, Leon County, Florida",3456,3424,2674,336,0,379,0,0,35,0,35,32,32,0,0,0,0,0,0,0,0,165735
G1200730002423,2016-2020,FL,Florida,12,Leon County,073,002423,NA,14000US12073002423,"Census Tract 24.23, Leon County, Florida",4578,4263,3373,166,0,638,0,0,86,0,86,315,256,0,0,40,0,19,0,0,0,109507
G1200730002505,2016-2020,FL,Florida,12,Leon County,073,002505,NA,14000US12073002505,"Census Tract 25.05, Leon County, Florida",6391,6097,3796,1775,0,292,5,0,229,86,143,294,219,0,0,0,0,18,57,0,57,63300
G1200730002507,2016-2020,FL,Florida,12,Leon County,073,002507,NA,14000US12073002507,"Census Tract 25.07, Leon County, Florida",2451,2284,1706,523,0,23,0,0,32,11,21,167,126,0,0,0,0,40,1,1,0,91750
G1200730002509,2016-2020,FL,Florida,12,Leon County,073,002509,NA,14000US12073002509,"Census Tract 25.09, Leon County, Florida",3967,3503,1679,1266,38,218,0,0,302,161,141,464,402,33,0,0,0,0,29,29,0,49965
G1200730002511,2016-2020,FL,Florida,12,Leon County,073,002511,NA,14000US12073002511,"Census Tract 25.11, Leon County, Florida",1398,1371,1040,240,0,66,0,25,0,0,0,27,27,0,0,0,0,0,0,0,0,87188
G1200730002512,2016-2020,FL,Florida,12,Leon County,073,002512,NA,14000US12073002512,"Census Tract 25.12, Leon County, Florida",3885,3674,2910,353,0,190,0,0,221,0,221,211,195,16,0,0,0,0,0,0,0,99375
G1200730002513,2016-2020,FL,Florida,12,Leon County,073,002513,NA,14000US12073002513,"Census Tract 25.13, Leon County, Florida",4568,4156,2985,531,0,600,0,10,30,0,30,412,313,0,0,0,0,0,99,99,0,108558
G1200730002514,2016-2020,FL,Florida,12,Leon County,073,002514,NA,14000US12073002514,"Census Tract 25.14, Leon County, Florida",3283,3067,2325,581,0,105,0,0,56,24,32,216,117,0,0,0,0,22,77,0,77,85119
G1200730002515,2016-2020,FL,Florida,12,Leon County,073,002515,NA,14000US12073002515,"Census Tract 25.15, Leon County, Florida",6697,6070,4295,1566,0,16,0,16,177,98,79,627,150,0,0,0,0,0,477,430,47,82685
G1200730002516,2016-2020,FL,Florida,12,Leon County,073,002516,NA,14000US12073002516,"Census Tract 25.16, Leon County, Florida",3445,3417,2080,1252,0,15,0,0,70,0,70,28,0,0,0,0,0,22,6,6,0,65227
G1200730002517,2016-2020,FL,Florida,12,Leon County,073,002517,NA,14000US12073002517,"Census Tract 25.17, Leon County, Florida",3174,2913,1259,1084,0,339,0,52,179,27,152,261,176,0,0,0,0,31,54,54,0,84643
G1200730002603,2016-2020,FL,Florida,12,Leon County,073,002603,NA,14000US12073002603,"Census Tract 26.03, Leon County, Florida",4962,4815,2613,2105,0,0,0,0,97,0,97,147,147,0,0,0,0,0,0,0,0,48883
G1200730002604,2016-2020,FL,Florida,12,Leon County,073,002604,NA,14000US12073002604,"Census Tract 26.04, Leon County, Florida",3062,2912,2420,385,13,4,0,2,88,0,88,150,46,0,10,0,11,83,0,0,0,70781
G1200730002605,2016-2020,FL,Florida,12,Leon County,073,002605,NA,14000US12073002605,"Census Tract 26.05, Leon County, Florida",5177,4697,3314,481,0,713,16,0,173,7,166,480,154,0,0,17,0,32,277,262,15,111364
G1200730002606,2016-2020,FL,Florida,12,Leon County,073,002606,NA,14000US12073002606,"Census Tract 26.06, Leon County, Florida",3239,3019,2216,682,16,0,0,0,105,49,56,220,179,0,0,0,0,0,41,35,6,81000
G1200730002701,2016-2020,FL,Florida,12,Leon County,073,002701,NA,14000US12073002701,"Census Tract 27.01, Leon County, Florida",4743,4152,2859,1166,0,39,0,0,88,0,88,591,304,0,0,0,0,287,0,0,0,48922
G1200730002702,2016-2020,FL,Florida,12,Leon County,073,002702,NA,14000US12073002702,"Census Tract 27.02, Leon County, Florida",4008,3522,3067,282,0,0,0,0,173,0,173,486,118,0,0,0,0,359,9,0,9,49672
G1200750970101,2016-2020,FL,Florida,12,Levy County,075,970101,NA,14000US12075970101,"Census Tract 9701.01, Levy County, Florida",2605,2071,1510,503,36,6,0,0,16,0,16,534,501,0,0,0,0,0,33,22,11,56250
G1200750970103,2016-2020,FL,Florida,12,Levy County,075,970103,NA,14000US12075970103,"Census Tract 9701.03, Levy County, Florida",3132,2780,2497,206,4,19,0,0,54,0,54,352,135,0,0,0,0,60,157,124,33,38613
G1200750970104,2016-2020,FL,Florida,12,Levy County,075,970104,NA,14000US12075970104,"Census Tract 9701.04, Levy County, Florida",4767,4294,3654,445,7,32,0,0,156,0,156,473,386,41,0,0,0,0,46,46,0,39823
